Timestamp,In Game Name,Discord or Facebook Name,Friend Code Only (Copy/Paste from in game),What areas do you primarily play in?,Team
7/24/2019 20:50:50,5Immortal5,Immortal,6134 4262 0213,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad Far West, Mad Near West, Middleton, Sun Prairie",Mystic
7/25/2019 2:18:22,Katrenzel,Katherine,7657 8985 4703,Mad Campus,Mystic
7/25/2019 7:56:49,FlowerWizard,Marimbagirl22,8401 2522 7962,"Mad Near East, Mad South, Mad Far West, Mad Near West, Epic, Fitchburg, McFarland, Monona, Oregon, Stoughton, Verona",Mystic
7/25/2019 7:59:58,DaddyJRad101,Jared Short,4809 1564 4199,Mad North East,Valor
7/25/2019 12:00:08,DankMemerLXIX,DankMemerCDXX/ForgotThyPassword on discord,9812 7346 0103,Mad Campus,Instinct
7/25/2019 15:25:54,TrainerHaroon,Haroon#1958,2512 2530 0624,"Fitchburg, Middleton, Verona",Mystic
7/25/2019 20:01:22,Favabean89,Jacob,1018 0071 7621,"Epic, McFarland, Oregon, Stoughton, Verona",Valor
7/25/2019 20:28:38,Cranson18,Bethe Cranson,9542 3041 0640,"Mad Near East, Mad North East, Mad Far West, Mad Near West, Janesville",Valor
7/25/2019 22:25:21,kenziemariexx,kenziexmariex,6679 0925 6887,"Mad Campus, Mad Isthmus, Mad South, Mad Far West, Mad Near West, Middleton",Mystic
7/26/2019 8:40:27,Botzenhardt,Botzenhardt,1756 2296 5880,"Mad Isthmus, Mad Far West, Middleton",Mystic
7/26/2019 10:10:45,Eknop23,AlmightyEvanTv,355517577475,"Mad Far West, Mad Near West",Instinct
7/26/2019 12:45:24,GamerGrimm,Tristan Grimm,241312473300,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, DeForest / Windsor, Monona, Sun Prairie, Waunakee",Valor
7/26/2019 21:29:32,LordKAOS87,Henry Parker Hammond,028235655918,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Cottage Grove, DeForest / Windsor, Epic, Fitchburg, Sun Prairie, Waunakee",Mystic
7/27/2019 6:55:46,Babytaz276 ,Babytaz276 ,1580 5626 0745,"Mad Far East, Cottage Grove, Fitchburg, Monona",Mystic
7/27/2019 10:10:51,Drummer41,Adam ,Let's be friends in Pokémon GO! My Trainer Code is 3552 6060 6514!,"Mad Campus, Mad Far East, Cottage Grove, Monona, Sun Prairie",Instinct
7/27/2019 15:35:05,VixenVulpecula,Shauna Aleece Fox,6762 4009 8712,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, Cottage Grove, Monona",Valor
7/27/2019 20:17:03,SamJoShields,Sam Shields,8285 5038 0310,"Mad Campus, Mad Far East, Mad Near East, Mad North East, Mad Near West",Mystic
7/28/2019 12:29:22,VictoryaRose,VictoryaRose,8798 5368 4807,"Mad Campus, Mad Isthmus, Mad South, Mad Far West, Mad Near West",Mystic
7/28/2019 13:11:23,ZingoMonkey,CC,5839 1065 6355,"Mad Near West, Oregon",Valor
7/29/2019 21:45:08,MicedCoffee,MicedCoffee/ Melanie Kohls,9491 0290 1551,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, Mad Near West",Mystic
7/30/2019 12:43:44,PaperedD0LL,PaperedDoll,2321 5594 2577,"Mad Isthmus, Fitchburg, Sun Prairie",Mystic
7/30/2019 13:30:28,ChampionGuthrie,Tyrux#2018,9210 3225 7661,Mad North,Valor
7/30/2019 18:04:15,Meriahia,Meriahia,9227 1704 9773,"Mad Far West, Mad Near West, Middleton",Instinct
7/31/2019 2:22:50,Jdthebaron,Jdthebaron,6303 4372 8845,Mad Campus,Mystic
7/31/2019 9:50:23,AllHaleAlpha24,AllHaleAlpha,2342 6442 0055,"Mad Campus, Mad Isthmus",Mystic
7/31/2019 11:05:25,Stephalopod34,stephalopod34,9051 9474 5468,,Mystic
7/31/2019 14:32:48,tauros11037,mybrokenox,337965004954,"Mad Far East, Mad North East",Instinct
7/31/2019 16:04:27,zachE97,Ghostfreak,5456 6437 4481,"Fitchburg, Middleton",Mystic
7/31/2019 21:00:03,Primly,Primsters,3696 8392 2203,Mad Near West,Mystic
8/1/2019 12:40:44,YetiKY,its-kyle-yo,854404581673,Mad Isthmus,Instinct
8/1/2019 18:16:27,HamJam710,HamJam,9728 4605 4800,"McFarland, Most of madison when working based in deerfield.",Valor
8/1/2019 18:21:23,HippieSoup,HippieSoup,2849 6286 5103,"Mad Isthmus, Mad Near East",Valor
8/1/2019 19:00:18,23Trix,Tanya,2375 9949 9229,"Mad Isthmus, Mad Near East, Mad North East, Mad Near West",Mystic
8/1/2019 23:59:31,Argonth86,Argonth,2311 0446 0467,"Mad Far East, Mad Near East, Mad North East",Valor
8/2/2019 8:19:09,BANE10B ,Berry,3928 0465 6494,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West",Instinct
8/2/2019 19:54:38,Cbrendan96,Brendan Cunningham,1435 8378 5587,"Mad Campus, Waunakee, UW hospital",Mystic
8/3/2019 4:02:59,iPiscesxD,iPiscesxD,5119 5406 8305,"Mad Far East, Mad Near East, DeForest / Windsor, Sun Prairie",Instinct
8/3/2019 13:10:53,Darko11235813,Dan Boettcher,7230 2281 7404,Mad Campus,Mystic
8/3/2019 14:22:14,JonCalktostin,Kirk Gehler ,684233799003,"Mad Campus, Mad Isthmus, Mad Far East, Janesville, Sun Prairie, Waterloo ",Mystic
8/3/2019 20:04:09,Sketchylazers,Sketchylazers,9612 4472 9207,Mad Far West,Instinct
8/4/2019 1:14:51,BlooJayOU,AJ,1484 0548 2748,Mad Isthmus,Valor
8/4/2019 9:57:00,myshoota98,Shiloh palmer,7505 0570 6433,Mad Near East,Valor
8/4/2019 11:02:22,Bomsh94,Austin mcdermott,4298 6886 0114,Mad Campus,Instinct
8/4/2019 11:21:21,Daffy493,Kjirstyn Wicklund,757536105268,"Mad Campus, Mad Far West, Mad Near West, Fitchburg, Middleton, Verona",Valor
8/4/2019 15:53:06,rtags,rtags,5365 1248 0823,"Mad Campus, Mad Isthmus, Mad Near West",Mystic
8/5/2019 0:11:03,Queenbeefefe ,PikaFe,5739 8735 5165,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Fitchburg",Mystic
8/5/2019 9:15:32,Meribizarre,bizarre/Meredith Cook,464932848766,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Cottage Grove, Monona",Mystic
8/5/2019 11:35:08,RunningRiot911,Gishman,4926 3684 7614,"Mad Isthmus, Verona",Mystic
8/5/2019 16:10:16,jollerlula,jollerlula,1111 1111 1111,Mad Campus,Instinct
8/5/2019 16:11:47,jollerlula,jollerlula,4611 4172 8941,Mad Campus,Instinct
8/5/2019 16:12:16,jollerlula,jollerlula,4611 4172 8941,Mad Campus,Instinct
8/5/2019 16:12:38,jollerlula,jollerlula,4611 4172 8941,Mad Campus,Instinct
8/5/2019 16:16:06,jollerlula,jollerlula#8423,4611 4172 8941,Mad Campus,Instinct
8/5/2019 17:08:14,Umbreongal,Sarah Martin ,5824 9049 5467,"Mad Far West, Mad Near West, Middleton",Mystic
8/5/2019 17:59:53,Ryro24,Ryro,1337 1321 4734,"Mad Campus, Mad Isthmus, Mad Far East, Mad North East",Valor
8/5/2019 19:29:28,Catbus14,Kat Hamilton,2371 6854 4100,"Mad South, Fitchburg",Valor
8/5/2019 19:37:53,Lysssaaa1212,Alyssa brown ,6834 5863 2151,Sun Prairie,Valor
8/5/2019 19:54:50,Arc13Krig,Carl Lindquist ,7213 9604 1992,"Mad Isthmus, Mad South, Mad Far West, Mad Near West, Fitchburg",Valor
8/5/2019 23:00:51,Poopscoopwaffle,Mikayla Pawlowsky,9546 3972 9969,"Mad Campus, Mad Isthmus",Mystic
8/5/2019 23:49:41,filmgawker,filmgawker,4889 1118 4729,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West",Instinct
8/6/2019 8:25:54,Squidlz1,Colin Daniels,8453 8526 4720,"Mad South, Fitchburg, Verona",Instinct
8/6/2019 9:13:05,Zeeber90,Katherine Smith Larsen,491569445765,"Mad Far West, Mad Near West, Fitchburg, Verona",Valor
8/6/2019 10:35:27,3remite,3remite,283752746472,"Mad Far West, Mad Near West, Fitchburg",Valor
8/6/2019 15:05:59,Wildkaet,Rebecca Jung,262546196225,Mad Near East,Mystic
8/7/2019 7:05:33,TehbanthaTwitch,Tehbantha,1530 6187 6607,"Mad South, Mad Far West",Instinct
8/7/2019 9:20:47,Hridindu,Hridindu,5536 6264 6494,"Mad Campus, Mad Isthmus, Mad Near East",Instinct
8/7/2019 15:30:18,SophieDomek,Sophie Domek,0483 4914 8505,Lodi,Mystic
8/7/2019 19:57:46,DuckFayth,DuckFayth,--,"Mad Isthmus, Mad North, Mad Near West",Mystic
8/7/2019 22:23:44,Teddyb00,Hijnx88,119178274143,Mad Near West,Mystic
8/8/2019 13:58:51,wigglerwomper,william,301155163366,"Mad Isthmus, Mad Near East, Mad North East, Mad North, Mad Near West",Valor
8/8/2019 20:10:26,annasvm,annasvm,4397 6929 7049,"Mad Campus, Mad Isthmus",Valor
8/8/2019 20:21:02,Tatertot111221,Tatertot111221 ,8373 8138 4825,"Mad Near West, Epic, Fitchburg, McFarland, Middleton, Verona",Instinct
8/8/2019 21:32:33,chevyman142000,chevyman142000#2807,3992 5036 7758,"Monona, Sun Prairie",Mystic
8/9/2019 14:41:33,Burdluver1990 ,Janelle Hawk,0015 7360 1102,"Epic, Edgerton ",Mystic
8/9/2019 15:17:49,Motherfish,Blampton,1370 7474 8968,"Mad Campus, Mad Isthmus, Mad South, Mad Near West, Fitchburg",Valor
8/9/2019 19:08:03,Kotabear01,Dakota Wolff,3797 7627 3128,"Mad Far East, Mad Near East, Sun Prairie",Mystic
8/10/2019 12:07:41,NatriumCl,NatriumCl#7708,7196 9872 5244,"DeForest / Windsor, Middleton",Valor
8/11/2019 9:32:06,4DaCarrot,4DaCarrot,472685520139,"Mad Far East, Mad Near East, Cottage Grove, Monona",Valor
8/11/2019 11:50:51,Zcarpainter,Zcarpainter,9315 0484 3848,"Mad Campus, Middleton",Instinct
8/11/2019 14:03:34,HouseCat28,HouseCat#7599,8043 6160 5303,"Mad Campus, Mad South, Janesville",Mystic
8/11/2019 14:57:01,spencerx24,Sekopu,868630182763,"Janesville, Fort Atkinson, Jefferson, Whitewater",Mystic
8/12/2019 15:40:54,TiggerTehTiger,Tynan Rhodes,5343 6466 8332,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, Mad Near West",Valor
8/12/2019 20:48:05,gawilson93,Garret Wilson,3322 2738 1397,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, Mad Near West, Epic",Valor
8/13/2019 10:34:02,DragonJawad,Jawad#9354,8414 0841 1545,"Mad Far West, Mad Near West, Epic",Instinct
8/13/2019 13:49:36,Madtom3,madtom ,6648 5157 9841,"Mad Far West, Fitchburg, Middleton, Verona",Valor
8/13/2019 13:50:53,Madtom3,madtom ,6648 5157 9841,"Mad Far West, Fitchburg, Middleton, Verona",Valor
8/13/2019 15:54:27,SirxxxxbLuRrRr,bLuRrRr,8113 4101 3045,"Mad Far East, Mad Near East, Janesville, Stoughton, Sun Prairie, Edgerton",Mystic
8/13/2019 22:27:09,AflatoxinG,ApplePie,830937052664,"Mad Campus, Mad Isthmus",Mystic
8/14/2019 13:37:26,Stormgirl2004,Stormgirl2004,697052342663,"Mad Far West, Mad Near West",Mystic
8/14/2019 21:33:47,UncleSkeeter23,UncleSkeeter23,004000198927,Mad Campus,Mystic
8/15/2019 18:22:44,Lindiw3,Blampton2,2049 1299 7118,"Mad Campus, Mad South, Mad Near West, Fitchburg",Mystic
8/15/2019 18:39:19,MelangeX,MelangeX,1134 8462 4340,"Mad Campus, Mad Isthmus, Mad Near East, Mad Near West, McFarland",Mystic
8/15/2019 21:43:40,corporaldonut,corporaldonut,464338150336,"Fitchburg, Verona",Mystic
8/16/2019 12:07:37,Dahjr99,Dahjr99,4661 3404 6796,Sparta,Instinct
8/16/2019 17:35:53,fogalo,fogalo,395758051805,Mad Near East,Instinct
8/16/2019 22:34:29,MrsVerstegen,shanaUW,6499 6554 2327,"Mad Near West, Middleton",Valor
8/17/2019 23:45:19,thisisphilip,Philip Beyer,8828 4429 9747,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad Far West, Mad Near West",Instinct
8/18/2019 0:53:52,Severthewanderr,Gage bluel,6997 4616 2735,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, DeForest / Windsor, Middleton, Sun Prairie, Waunakee",Instinct
8/18/2019 7:59:49,BeeEazyMaun,skatemessup98,6708 3217 5576,"Mad Campus, Mad Near West, Fitchburg, Middleton",Valor
8/19/2019 10:14:14,lofabred,lofabred,6072 1701 8334,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Sun Prairie",Valor
8/19/2019 17:10:41,LoganDlor,LoganDlor,417302749232,"Mad Campus, Mad Near West",Instinct
8/20/2019 12:24:10,JangstaJaden,JangstaJaden,7711 5383 6705,"Mad Campus, Mad Isthmus, McFarland",Valor
8/20/2019 19:06:22,CP1519,CP1519,352032237101,"Mad Campus, Mad Near West",Mystic
8/20/2019 19:07:20,7AsianSensation,Tyler Scott,662574727994,"Mad Far East, Mad Near East, Cottage Grove, Sun Prairie",Mystic
8/20/2019 19:14:52,jaysemw,jayse (jaysemw),3226 2493 4122,"Mad Campus, Mad Near West",Instinct
8/20/2019 19:16:18,duncanid73,duncanid73,043214220124,"Mad Far West, Cross Plains, Middleton",Mystic
8/20/2019 19:17:06,akrueger4612,Aaron Krueger,1472 7077 2184,"Fitchburg, Oregon, Verona",Valor
8/20/2019 19:23:35,FrickinBats,FrickinBats,3896 2386 5562,Stoughton,Valor
8/20/2019 19:33:38,ebusch117,Evan Busch,6727 7896 7114,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Epic",Instinct
8/20/2019 19:37:55,Cheeseman777,Cheeseman,4771 4830 2046,Mad Isthmus,Valor
8/20/2019 19:39:21,LadyEmberk,Margie B,Let's be friends in Pokémon GO! My Trainer Code is 5269 7658 1597!,Mad Isthmus,Mystic
8/20/2019 19:45:31,Mrtwoface8678 ,Mrtwoface8678 ,3605 2733 8103,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, McFarland, Monona, Oregon, Stoughton",Mystic
8/20/2019 19:46:30,Drteeth1234,Drteeth1234,8820 3460 9751,"Fitchburg, Verona",Mystic
8/20/2019 19:51:52,Mrstwoface8678,Mrstwoface8678,1872 8318 7877,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad Far West, McFarland, Monona, Oregon, Stoughton",Mystic
8/20/2019 19:54:03,Wisch10,BWisch10,123821410043,Verona,Valor
8/20/2019 20:03:11,Chikiba13,Shantaya Schmidt,5347 2264 3820,"Mad Campus, Mad Far East, Mad Near East, Mad North East, Cottage Grove, Sun Prairie",Valor
8/20/2019 20:04:59,Schmidlii ,Alex schmidli,9652 9828 3486,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Cottage Grove, Monona",Instinct
8/20/2019 20:05:37,Sschnelle ,Sschnelle/Sara Elizabeth,1111 1111 1111,"Mad Far West, Mad Near West, Middleton",Mystic
8/20/2019 20:05:43,Peruvianchk,peruvianchk,260820205032,"Mad Campus, Mad Far West, Mad Near West, Middleton",Valor
8/20/2019 20:10:22,Joann0919,Jonghyun Lee,4145 8940 9926,Mad Campus,Valor
8/20/2019 20:10:22,Chitsuki13,Nikayla Schmidt,1019 5543 1093,"Mad Campus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Cottage Grove, Middleton, Sun Prairie",Valor
8/20/2019 20:18:50,Xarzumiar,Griv,5530 9743 2569,"Mad Campus, Mad Near East, Sun Prairie",Instinct
8/20/2019 20:23:57,SarahJayBee,Sarah Jane,2850 2884 6226,"Mad Campus, Mad Isthmus, Sun Prairie",Instinct
8/20/2019 20:39:31,Yyygritte,Marisa Grizzard ,0040 3842 4291,Berlin WI ,Instinct
8/20/2019 20:49:51,LaniePaige,Alana Paige,2726 3113 5192,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Cottage Grove, Fitchburg, Monona, Sun Prairie, Waunakee",Instinct
8/20/2019 20:54:34,AramisSargaras,Aramis,0090 7788 3588,"Mad Campus, Mad Isthmus, Monona, Sun Prairie",Mystic
8/20/2019 21:05:18,mel0ncak3,Mel Sween,8966 1612 7027,"Monona, Sun Prairie",Instinct
8/20/2019 21:08:12,RhiannonGatton,Rhiannon A Gatton,3690 6244 4983,Mad Near West,Instinct
8/20/2019 21:12:35,RouLeed,Lmfr521,4669 2930 6178,"Mad Isthmus, Mad South",Mystic
8/20/2019 21:17:59,PHOENIX1008428,Phoenix 2010,2712 4306 5175,"Mad Isthmus, Mad Far East, Mad Near East",Instinct
8/20/2019 21:19:44,Gnes87,Phoenix 2010,8657 9282 3309,"Mad Isthmus, Mad Far East, Mad Near East",Valor
8/20/2019 21:24:18,dbaoverdose,Logan Goddard,8177 5709 8728,Fitchburg,Valor
8/20/2019 21:31:25,Cheese4Every1,Related to TurbulentEddie#9183,5413 2828 2120,"Mad Campus, Mad Far West",Mystic
8/20/2019 21:35:14,Killgasm745,Panda0745,301037405602,Sun Prairie,Mystic
8/20/2019 21:36:31,Rictifyer,Rictifyer,3248 6003 7076,"Mad Campus, Mad Isthmus, Mad North",Mystic
8/20/2019 22:05:42,MILLYMANDER4,Holly Dehnke,7610 2239 9675,"Mad Far West, Mad Near West, Middleton",Mystic
8/20/2019 22:22:05,AlolaBanana,Trainer Alex,5703 7394 1012,"Mad Far West, Mad Near West",Instinct
8/20/2019 22:55:02,Area24,Area26,9961 2932 3805,"Mad Campus, Mad South, Fitchburg",Instinct
8/20/2019 23:18:15,BorkeyWI,Na,2098 5249 7573,Sun Prairie,Valor
8/20/2019 23:24:25,Mockingsan,Mockingbird,1382 5084 0451,"Mad Far West, Mad Near West",Instinct
8/21/2019 0:42:40,EgoWithASmile,LostArtifact,8019 4843 3311,"Mad Campus, Platteville",Valor
8/21/2019 0:42:46,Raynn Falar,Devin Nightengale ,311342302588,"Mad Campus, Mad Isthmus, Mad Near East, Mad Near West, Fitchburg, Janesville, Verona",Mystic
8/21/2019 4:58:23,McKinleyPrime,McKinley Summ,9593 1987 7730,"Mad Isthmus, Mad Near East, Fitchburg",Valor
8/21/2019 6:05:45,Newbs07,Noobs07,0078 9844 7083,"Mad Campus, Mad Isthmus, Mad Far East, Mad North, Mad Far West, Middleton",Instinct
8/21/2019 7:00:08,ChristiSquiggle,Ceego34,1643 8734 8097,Mad Campus,Instinct
8/21/2019 7:03:08,Arcasus,Arkasus,5957 0117 2309,"Mad Campus, Mad Far East, Mad Near East, Mad North East, Mad Near West, Cottage Grove, Monona",Valor
8/21/2019 7:10:09,F1z,F1z,2584 3075 3692,"Mad Campus, Mad Near East, Stoughton",Valor
8/21/2019 7:40:04,Qinyuansun,Qinyuan,0189 8654 7751,Mad Campus,Valor
8/21/2019 7:44:39,Capitannemo3352,Julie ,7610 4501 2208,Columbus,Valor
8/21/2019 7:49:09,Casedistorted,Hrethgir/Chris Anderson,9888 8398 3478,"Mad Far East, Mad Near East, Mad North East, Monona",Mystic
8/21/2019 7:53:22,Averyofyharnam,Avery Thorpe,y9$nhBn$x,"Mad Far West, Mad Near West",Valor
8/21/2019 8:26:16,Randomjapanese,Randomjapanese,3778 5556 4311,Mad Isthmus,Mystic
8/21/2019 8:45:16,TheSiharTots,TheSugarTits,6613 4404 1772,Mad Isthmus,Mystic
8/21/2019 9:35:46,RMahogany,Nathan Shoultz,3445 5559 7395,"Mad Isthmus, Mad Near East, Mad North, Mad Far West, Mad Near West",Mystic
8/21/2019 10:02:47,AntigoSiltLoam,Cody,2735 2768 9241,"Mad Campus, Mad Isthmus, McFarland",Instinct
8/21/2019 10:03:40,Azrayeleth,Azrayeleth,8577 8173 3765,"Mad Far West, Mad Near West, Epic, Fitchburg, Verona",Mystic
8/21/2019 10:13:06,Saratoga94,Saratoga94,6079 2296 3800,All areas,Valor
8/21/2019 10:27:12,Kihkih,Brian Sheridan,7113 4504 8693,"Mad South, Mad Far West, Mad Near West",Valor
8/21/2019 10:42:26,Aveon527,Avery Petersen,1708 6954 9091,Middleton,Valor
8/21/2019 10:57:27,agalba87,agalba,2729 0524 3007,"Epic, Verona",Instinct
8/21/2019 11:07:36,Devlinabludress,Devilinabludress,2532 2223 9889,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East",Mystic
8/21/2019 11:08:14,dafreeze1,dafreeze,8485 4258 5159,Mad Campus,Valor
8/21/2019 11:09:32,Breeeeeeeett,Brett,1859 6641 1935,"Mad Far East, Mad Near East, Mad North East",Mystic
8/21/2019 11:10:16,Genyaapa,Genyaapa ,4312 4113 0725,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Mystic
8/21/2019 11:10:54,hannmiles,selimh ,8596 6206 8384,"Mad Campus, Mad Isthmus, Mad Near West",Mystic
8/21/2019 11:11:16,Kintyroe,Kintyroe,2204 4484 5355,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Fitchburg, Middleton, Sun Prairie, Verona",Instinct
8/21/2019 11:14:12,OttoVonSaurion,OttoVonSaurion,0196 8506 7278,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Middleton, Monona, Verona",Instinct
8/21/2019 11:27:28,ChunckM,ChunckM,6844 3242 8738,"Mad Far West, Mad Near West",Instinct
8/21/2019 11:35:13,Beeelaw,Bridget,3100 7210 7897,"Mad Isthmus, Fitchburg",Valor
8/21/2019 11:35:39,Markaize,Markaize,2648 1449 6716,"Mad Far West, Fitchburg, Middleton",Mystic
8/21/2019 11:50:05,KiaGlass,Breglass ,4526 1495 9719,"Mad Far East, Sun Prairie",Instinct
8/21/2019 11:57:24,LeenB33n,Leen Bean,5388 2290 0245,Mad Campus,Valor
8/21/2019 12:03:42,Deadbeatt,Deadbeatt,9461 1167 5323,Cottage Grove,Instinct
8/21/2019 12:20:00,Sppppppponge,spongeyin,460563668506,"Mad Campus, Mad Isthmus",Valor
8/21/2019 12:21:09,Salamandster ,Salamander,9530 7410 5728,"Mad Campus, Mad Isthmus, Mad Far East",Mystic
8/21/2019 12:30:22,MaddieMaeWells,Maddie Wells,867908762474,"Mad Isthmus, Mad Far East, Mad Near East, Sun Prairie",Valor
8/21/2019 12:34:07,MrBransky,HH_Jack,427648677877,"Mad Near East, Cottage Grove",Mystic
8/21/2019 12:47:53,Beamer430,Beamer430,6634 8047 0433,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, McFarland, Monona, Sun Prairie",Valor
8/21/2019 12:56:10,NorseOryx,norseoryx,6160 9565 6331,"Mad Isthmus, Middleton",Mystic
8/21/2019 13:01:19,ThanielCalash,Thaniel Calash,1998 3673 2790,McFarland,Mystic
8/21/2019 13:30:00,Goose822,Goose822,2344 1290 4113,"Mad Isthmus, Mad Far West, Mad Near West, Middleton",Instinct
8/21/2019 13:32:44,Burbs,Burbs,910218877634,"Mad Near West, Epic",Instinct
8/21/2019 13:35:29,LogyJoJo,Logan,3876 7384 5693,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East",Mystic
8/21/2019 14:30:04,RaingemDream,raingem,654867021381,"Mad Campus, Mad Isthmus",Instinct
8/21/2019 14:53:07,FirstHour64,firsthour,4080 9305 2783,"Fitchburg, Columbus",Instinct
8/21/2019 15:05:43,SnoringMagikarp,SnoringMagikarp,3581 4264 6786,"Mad Far West, Epic",Mystic
8/21/2019 15:16:16,Katm3998,katm39,8045 4386 7453,"Mad Campus, Middleton",Mystic
8/21/2019 16:18:49,Ferrikusu318,FelizFeliz,2237 0245 0492,"Mad Campus, Mad Near West",Valor
8/21/2019 17:19:54,TheBadgerMama,IndigoEyz,2909 3229 8376,"Mad Campus, Mad Far West, Mad Near West",Valor
8/21/2019 17:31:53,Artiefitch,Artiefitch,8086 1099 6437,Sun Prairie,Mystic
8/21/2019 17:51:40,Truearete,Truearete,0627 4313 3929,"Mad Far West, Mad Near West, Middleton, Sun Prairie",Instinct
8/21/2019 18:03:32,Kruegalicious,Seth Krueger,7996 9532 9148,"Middleton, Verona",Valor
8/21/2019 18:14:12,Shipdogg,Kodie Shipley ,1980 4934 7081,Lodi,Mystic
8/21/2019 18:16:56,FireboltXB12R,Martin Schultz ,4353 7293 7180,Mad Isthmus,Valor
8/21/2019 18:23:45,PlatyPie,PlatyPie,5175 3495 1265,"Mad Campus, Mad Isthmus",Instinct
8/21/2019 18:26:30,Mackenzie1927,Mackenzie mcardle,854514108946,Monona,Mystic
8/21/2019 18:35:11,JozyJewels,JozyJewels,5959 4117 1679,Round Rock ,Valor
8/21/2019 19:30:34,Billwyn ,Billwyn ,5291 2583 1796,"Mad Far West, Fitchburg, Middleton, Verona",Valor
8/21/2019 19:32:15,Noobs0714,Noobs,4150 2787 7012,"Mad Campus, Mad Isthmus, Mad Far East, Mad Far West, Mad Near West, Middleton, Sun Prairie",Instinct
8/21/2019 19:34:20,Crowns26,Moonlight,3678 6941 6651,"Fitchburg, Verona",Mystic
8/21/2019 19:46:48,Justoblaa,Justoblaa,9682 4892 5034,Mad Far East,Instinct
8/21/2019 20:04:33,Skeziks23,Skesiks23,5956 8505 8617,Mad Far East,Instinct
8/21/2019 20:08:18,Transmition9,Devin Hoffmaster,7611 3467 0825,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, McFarland",Mystic
8/21/2019 21:19:15,freakachiuu,brelnnaemeka,0422 8974 9168,"Mad Campus, Mad Isthmus, Mad South",Mystic
8/21/2019 21:30:33,Ruckaruckaali3,Robert panske,6942 0820 4709,"Middleton, Sun Prairie, Waunakee",Valor
8/21/2019 22:22:50,Aphasia777,Carissa Sorensen,0592 9672 2827,"Mad Campus, Mad North East, Sun Prairie",Valor
8/21/2019 22:33:38,Yujimi,Yuji,1970 3153 2816,Sun Prairie,Mystic
8/21/2019 22:41:25,AWhiteWX,AWhiteWX,5520 3058 7189,"Mad Far West, Mad Near West, Middleton",Valor
8/21/2019 23:13:26,misajay,misajay,3750 8248 5549,"Mad Far West, Fitchburg, Verona",Valor
8/22/2019 0:10:35,Effulgent28,jc,581116094065,"Mad Campus, Middleton",Instinct
8/22/2019 7:02:21,mianeko217,nmqan217,3027 1297 5732,"Mad Campus, Mad Isthmus, Mad Near West",Mystic
8/22/2019 7:02:34,Lulusconie,Cindy Michalski Austin,7879 9609 4591,"Mad Campus, Mad Far West, Mad Near West, Middleton",Mystic
8/22/2019 7:22:11,Moruya,Moruya,2974 9400 2885,"Mad Campus, Mad Isthmus, Mad South, Mad Near West",Instinct
8/22/2019 9:00:17,BreakingAmish,Discord: Tugboat #5994,2238 3816 9509,"Mad North East, Monona",Valor
8/22/2019 9:56:36,PsychicQueen26,PsychicQueen26#6765,726153952835,"Epic, Middleton, Verona, Muskego & Wind Lake area ",Instinct
8/22/2019 10:18:12,KaezynSteele ,Talon (kaezyn),8511 2928 4593,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East",Mystic
8/22/2019 10:55:51,Theeburr22,Shawn Burr,Theeburr22,"Mad Campus, Mad Far East, Mad Near East, Mad North, Cottage Grove, Monona, Sun Prairie",Valor
8/22/2019 11:01:55,Awafflefry,Aly fry,9136 9927 2893,Janesville,Instinct
8/22/2019 12:00:16,Karatefreak13,karatefreak13,7141 1969 3992,"Mad Far West, Middleton, Waunakee",Mystic
